0,0
0,0
1,1
2,2
3,3
4,4
5,5
1,6
6,7
7,8
8,9
6,10
9,11
10,12
11,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
4,21
19,22
20,23
6,24
21,20
22,25
23,26
0,27
24,28
25,29
26,30
27,31
3,32
19,33
28,34
29,35
30,36
31,37
32,38
33,39
33,40
34,41
29,42
35,43
36,44
37,45
38,46
28,47
18,48
19,49
39,50
40,51
41,52
42,53
43,54
44,55
36,56
20,57
45,58
38,59
38,60
11,61
18,62
38,63
46,64
47,65
48,66
49,67
50,68
6,69
51,70
52,71
53,72
19,73
12,74
47,75
54,76
55,77
25,78
18,79
56,80
36,81
8,82
57,83
58,84
59,85
60,86
51,87
61,88
62,89
11,90
63,91
64,92
65,93
66,94
42,95
36,96
67,97
26,98
60,99
68,100
60,101
69,102
70,103
71,104
41,105
72,106
73,107
74,108
37,109
36,110
75,111
74,112
22,113
76,114
77,115
58,116
57,117
78,118
32,119
73,120
79,121
26,122
61,123
4,124
77,125
68,126
17,127
80,128
13,129
63,130
48,131
81,132
73,133
74,134
16,135
75,136
74,137
82,138
77,139
42,140
8,141
73,142
83,143
75,144
84,145
85,146
52,147
86,148
4,149
32,150
84,151
73,152
86,153
87,154
88,65
89,155
57,156
81,157
89,158
65,159
90,160
31,161
65,162
82,163
57,164
91,165
92,166
61,167
77,168
93,169
90,170
15,171
73,172
16,173
94,174
72,175
52,176
79,177
67,178
79,179
33,180
5,181
62,182
78,183
74,184
66,185
71,186
95,187
93,188
89,189
96,190
73,191
97,192
95,193
48,194
98,195
93,196
43,197
47,198
97,199
99,200
91,201
100,202
16,203
101,204
96,205
90,206
101,207
95,208
102,209
70,210
96,211
92,212
103,213
104,214
105,215
54,216
96,217
65,218
80,219
106,220
101,221
54,222
107,223
90,224
63,225
78,226
64,227
69,228
62,229
100,230
99,231
16,232
108,233
92,234
67,235
109,236
46,237
105,238
96,239
85,240
48,241
72,242
51,243
103,244
70,245
74,246
89,247
17,248
87,249
95,250
84,251
110,252
111,253
106,254
38,255
112,256
65,257
41,258
113,259
113,260
107,261
113,262
114,263
115,264
111,265
81,266
81,267
61,268
95,269
91,270
103,271
116,272
6,273
66,274
106,275
110,276
117,277
31,278
113,279
70,280
112,281
118,282
11,283
119,284
39,285
74,286
114,287
45,288
120,289
66,290
121,291
52,292
121,293
97,294
92,295
28,296
51,297
89,298
122,299
111,300
100,301
100,302
102,303
93,304
111,305
123,306
103,307
115,308
115,309
115,310
69,311
51,312
124,313
99,314
93,315
118,316
12,317
113,318
28,319
95,320
97,321
112,322
89,323
125,324
126,325
112,326
93,327
109,328
122,329
109,330
115,331
125,332
119,333
91,334
61,335
