11.89,0
13.35,1
10.76,2
11.32,3
12.74,4
12.86,5
14.32,6
12.05,7
11.98,8
13.84,9
12.64,10
12.22,11
12.58,12
13.71,13
12.93,14
11.90,15
14.29,16
13.99,17
11.37,18
12.40,19
12.52,20
12.38,21
11.38,22
9.89,23
13.45,24
14.12,25
11.39,26
13,27
13.20,28
12.33,29
10.37,30
12.47,31
11.63,32
9.33,33
9.49,34
13.23,35
10.75,36
12.51,37
12.30,38
12.77,39
9.56,40
11.76,41
11.07,42
13.88,43
13.29,44
9.66,45
10.26,46
10.14,47
10.56,48
11.70,49
9.32,50
11.36,51
8.62,52
12.09,53
6.22,54
13.56,55
13.91,56
12.31,57
15.84,58
12.01,59
7.67,60
11.02,61
13.04,62
12,63
13.75,64
12.73,65
14.28,66
10.87,67
11.57,68
11.58,69
13.94,70
11.08,71
14.34,72
12.18,73
13.74,74
12.39,75
10.10,76
11.60,77
12.07,78
12.53,79
11.96,80
13.42,81
7.75,82
12.16,83
12.50,84
13.21,85
10.33,86
13.47,87
10.63,88
11.20,89
9.67,90
11.85,91
9.98,92
16.87,93
10.41,94
12.03,95
7.80,96
11.46,97
8.42,98
12.21,99
8.77,100
12.24,101
9.86,102
12.59,103
13.03,104
12.92,105
10.36,106
11.43,107
10,108
13.05,109
12.67,110
8.51,111
12.15,112
11.45,113
13.96,114
13.26,115
14.02,116
11.71,117
9.92,118
11.83,119
11.73,120
13.79,121
8.03,122
10.84,123
9.37,124
12.13,125
14.09,126
15.18,127
13.85,128
14.26,129
13.53,130
10.39,131
14.23,132
7.98,133
14.84,134
11.93,135
11.79,136
10.60,137
12.36,138
9.84,139
12.28,140
12.71,141
12.44,142
9.47,143
12.88,144
13.24,145
14.15,146
12.96,147
10.90,148
7,149
14.57,150
13.67,151
10.21,152
9.65,153
12.60,154
11.05,155
14.58,156
11.91,157
14.10,158
9.57,159
13.66,160
12.29,161
10.31,162
7.89,163
9.29,164
10.73,165
11.01,166
9.64,167
14.18,168
11.06,169
8.68,170
7.74,171
8.41,172
11.49,173
10.45,174
8.09,175
11.21,176
7.87,177
14.21,178
9.44,179
12.35,180
11.64,181
9.25,182
12.06,183
11.11,184
13.32,185
10.81,186
12.26,187
9.68,188
10.06,189
9.94,190
8.59,191
9.71,192
10.71,193
11.50,194
8.86,195
8.13,196
12.83,197
