2.54,0
3.87,1
2.83,2
3.78,3
3.92,4
4.33,5
3.06,6
3.27,7
4.22,8
3.74,9
4.53,10
4.07,11
3.64,12
3.49,13
4.40,14
4.24,15
3.21,16
3.61,17
4.44,18
2.97,19
3.70,20
3.45,21
2.92,22
2.22,23
3.85,24
4.67,25
3.10,26
3.41,27
3.48,28
4.41,29
2.74,30
3.86,31
2.99,32
2.43,33
2.66,34
3.56,35
2.93,36
3.82,37
3.83,38
3.98,39
2.47,40
2.79,41
3.02,42
4.37,43
4.12,44
2.05,45
2.48,46
2.03,47
2.82,48
2.89,49
2.06,50
2.65,51
2.19,52
2.95,53
3.43,54
1.22,55
4.19,56
4.31,57
3.58,58
4.21,59
1.85,60
2.49,61
3.16,62
3.77,63
4.01,64
3.69,65
3.63,66
3.66,67
3.25,68
4.58,69
3.26,70
4.26,71
3.99,72
2.70,73
3.67,74
3.76,75
1.94,76
3.47,77
3.71,78
3.91,79
3.72,80
2.50,81
3.30,82
2.45,83
3.44,84
1.95,85
4.27,86
2.31,87
1.77,88
2.84,89
2.96,90
2.00,91
3.03,92
2.23,93
2.59,94
3.84,95
2.80,96
3.90,97
2.94,98
2.68,99
1.36,100
3.14,101
4.18,102
4.04,103
2.32,104
3.18,105
2.75,106
1.89,107
1.83,108
2.02,109
4.64,110
4.23,111
3.81,112
2.76,113
3.36,114
4.20,115
3.24,116
3.34,117
2.57,118
3.50,119
2.41,120
3.23,121
3.79,122
3.39,123
3.29,124
3.32,125
3.89,126
3.01,127
1.60,128
2.28,129
2.35,130
3.40,131
4.42,132
3.09,133
3.04,134
2.90,135
2.60,136
2.58,137
1.26,138
1.04,139
2.63,140
2.12,141
2.78,142
2.40,143
3.17,144
2.34,145
3.95,146
2.55,147
1.87,148
1.92,149
2.36,150
2.27,151
4.03,152
2.26,153
1.93,154
3.22,155
2.46,156
3.73,157
3.00,158
2.18,159
3.46,160
3.37,161
1.97,162
1.86,163
2.64,164
3.19,165
2.01,166
1.46,167
3.80,168
1.84,169
3.08,170
3.20,171
3.33,172
2.20,173
2.24,174
2.25,175
2.30,176
2.13,177
2.29,178
2.91,179
1.74,180
2.07,181
2.71,182
2.69,183
1.78,184
3.68,185
2.67,186
3.12,187
4.46,188
2.11,189
1.90,190
1.82,191
1.05,192
3.54,193
1.98,194
2.88,195
1.50,196
3.57,197
1.81,198
1.71,199
1.68,200
1.58,201
1.31,202
1.10,203
2.44,204
1.70,205
2.85,206
1.88,207
4.36,208
1.73,209
4.17,210
3.07,211
3.35,212
1.12,213
2.33,214
1.09,215
3.62,216
1.72,217
2.77,218
1.48,219
4.13,220
1.23,221
3.31,222
1.96,223
2.09,224
2.51,225
2.10,226
2.14,227
1.17,228
1.07,229
1.11,230
2.53,231
3.60,232
1.66,233
3.97,234
1.25,235
4.39,236
1.18,237
2.17,238
1.69,239
1.64,240
1.80,241
3.28,242
3.51,243
2.15,244
2.52,245
3.65,246
1.56,247
3.38,248
2.61,249
4.32,250
4.63,251
1.19,252
2.04,253
3.05,254
2.08,255
2.73,256
1.91,257
1.59,258
2.39,259
2.81,260
1.32,261
2,262
3.11,263
3.59,264
1.49,265
2.42,266
1.24,267
4.06,268
1.62,269
3.75,270
3.93,271
2.72,272
3.13,273
3.52,274
2.86,275
2.37,276
2.16,277
4.75,278
1.67,279
1.13,280
1.37,281
4.16,282
1.15,283
1.21,284
3.53,285
3.88,286
2.98,287
1.55,288
2.38,289
1.45,290
1.47,291
4.09,292
4,293
2.21,294
1.42,295
1.01,296
1.38,297
2.87,298
4.30,299
4.60,300
1.41,301
1.27,302
4.82,303
4.02,304
1.06,305
1.20,306
3.55,307
1.75,308
1.39,309
3,310
1.14,311
1.08,312
4.59,313
